#! FIELDS dist projection
#! SET min_dist 0.204121
#! SET max_dist 0.716577
#! SET nbins_dist  146
#! SET periodic_dist false
    0.204121000   22.901791073
    0.207655179   22.901656288
    0.211189359   22.901126082
    0.214723538   22.898940232
    0.218257717   22.890939573
    0.221791897   22.866185769
    0.225326076   22.802742806
    0.228860255   22.656000097
    0.232394434   22.338622187
    0.235928614   21.690672954
    0.239462793   20.466072164
    0.242996972   18.435045618
    0.246531152   15.602411356
    0.250065331   12.258859735
    0.253599510    8.815855225
    0.257133690    5.670406878
    0.260667869    3.126744658
    0.264202048    1.344828464
    0.267736228    0.335975852
    0.271270407    0.000000000
    0.274804586    0.169378873
    0.278338766    0.641368761
    0.281872945    1.229953890
    0.285407124    1.824467273
    0.288941303    2.416695779
    0.292475483    3.061102588
    0.296009662    3.805708807
    0.299543841    4.662100755
    0.303078021    5.600729118
    0.306612200    6.560935079
    0.310146379    7.455327370
    0.313680559    8.181700595
    0.317214738    8.670287071
    0.320748917    8.929124012
    0.324283097    9.058384629
    0.327817276    9.208761386
    0.331351455    9.502856061
    0.334885634    9.990306413
    0.338419814   10.631261782
    0.341953993   11.324451232
    0.345488172   11.966383894
    0.349022352   12.511598801
    0.352556531   12.975848905
    0.356090710   13.382922016
    0.359624890   13.712748384
    0.363159069   13.913870814
    0.366693248   13.963492086
    0.370227428   13.895777468
    0.373761607   13.766854350
    0.377295786   13.606244458
    0.380829966   13.406201940
    0.384364145   13.144588548
    0.387898324   12.804601876
    0.391432503   12.380891398
    0.394966683   11.892821599
    0.398500862   11.382501347
    0.402035041   10.898291660
    0.405569221   10.468842690
    0.409103400   10.094905739
    0.412637579    9.761076680
    0.416171759    9.454210431
    0.419705938    9.147487120
    0.423240117    8.792869567
    0.426774297    8.365734490
    0.430308476    7.893589607
    0.433842655    7.432913112
    0.437376834    7.033833227
    0.440911014    6.717884630
    0.444445193    6.464458736
    0.447979372    6.228282946
    0.451513552    5.976074468
    0.455047731    5.709420397
    0.458581910    5.448854462
    0.462116090    5.212076630
    0.465650269    5.016235244
    0.469184448    4.873485909
    0.472718628    4.783611462
    0.476252807    4.721079063
    0.479786986    4.656835402
    0.483321166    4.570029813
    0.486855345    4.448651982
    0.490389524    4.298943583
    0.493923703    4.144147353
    0.497457883    4.018324613
    0.500992062    3.942671248
    0.504526241    3.921095557
    0.508060421    3.944056848
    0.511594600    4.007824054
    0.515128779    4.100493522
    0.518662959    4.201714610
    0.522197138    4.307429240
    0.525731317    4.430414611
    0.529265497    4.572021124
    0.532799676    4.712375733
    0.536333855    4.823781875
    0.539868034    4.893370318
    0.543402214    4.917178323
    0.546936393    4.901290254
    0.550470572    4.845838225
    0.554004752    4.746041485
    0.557538931    4.614369678
    0.561073110    4.486521837
    0.564607290    4.434131965
    0.568141469    4.543281021
    0.571675648    4.834272005
    0.575209828    5.206698790
    0.578744007    5.507160902
    0.582278186    5.649398777
    0.585812366    5.665542107
    0.589346545    5.663934908
    0.592880724    5.725900849
    0.596414903    5.847275439
    0.599949083    5.984147840
    0.603483262    6.122500950
    0.607017441    6.280997400
    0.610551621    6.470243505
    0.614085800    6.704652914
    0.617619979    7.018369134
    0.621154159    7.459287313
    0.624688338    8.061463280
    0.628222517    8.827202786
    0.631756697    9.738141528
    0.635290876   10.771739930
    0.638825055   11.890571392
    0.642359234   13.051379328
    0.645893414   14.232618180
    0.649427593   15.445202986
    0.652961772   16.691009114
    0.656495952   17.936052098
    0.660030131   19.124373662
    0.663564310   20.201679981
    0.667098490   21.115357874
    0.670632669   21.815052483
    0.674166848   22.289892277
    0.677701028   22.579171651
    0.681235207   22.741817534
    0.684769386   22.827723531
    0.688303566   22.870228335
    0.691837745   22.889702015
    0.695371924   22.897952731
    0.698906103   22.900888189
    0.702440283   22.901681465
    0.705974462   22.901791073
    0.709508641   22.901791073
    0.713042821   22.901791073
    0.716577000   22.901791073
